hoax,edar,pesan,sosial,media,informasi,sebar,kabar,berita,beranta,benar,bohong,kandung,broadcast,lansir,whatsapp,resah,viral,tidak,isu,presiden,tulis,isi,bahwa,id,kamis,masyarakat,jakarta,co,com,makan,palsu,info,hoaks,joko,imbau,widodo,khoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009432,0,0.009484,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012067,0,0.006066,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009567,0,0.00481,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0.010162,0,0,0,0,0,0,0,0,0,0,0,0.004012,0,0,0.011146,0,0,0,0.008989,0,0.004519,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039005,0,0,0,0,0.006172,0,0.006206,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004396,0,0.012447,0,0,0,0,0.006566,0,0.003301,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013004,0,0.013075,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174,0,0.004612,0,0.01304,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010763,no_hoax
0,0,0,0.003911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005278,0,0,0.003543,0,0.001781,0,0.002518,0,0,0,0,0,0,0,no_hoax
0,0,0,0.005579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004512,0,0,0,0,0,0,0.005054,0,0.002541,0,0.003592,0,0,0,0,0,0,0,no_hoax
0,0,0,0.007429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006731,0.005218,0.003384,0,0.004784,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0,0,0.006806,0,0,0.01025,0,0,0,0,0.003901,0,0,0,0,0,0,0,no_hoax
0,0,0,0.004831,0,0,0,0,0,0,0,0,0,0,0,0,0.008598,0,0.003907,0,0,0,0,0,0,0.004377,0,0.0022,0,0.003111,0,0,0,0,0,0,0,no_hoax
0,0,0,0.008306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006717,0,0,0,0.011208,0,0,0,0.005834,0,0,0.005348,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005485,0,0,0,0,0,0,0,0,0,0,0.017466,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0.009177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01026,0,0,0,0,0.008118,0.006294,0,0,0.005769,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.007913,0,0.021943,0,0,0.009683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004676,0,0.006611,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006163,0,0.008726,0,0,0,0,0,0,0.010413,0,0.004907,0.044774,0,0,0,0,0,0,no_hoax
0,0,0,0,0.005838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005362,0,0.007591,0,0,0,0,0.006006,0,0,0,0.004269,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.006093,0,0,0,0,0,0,0,0,0,0,0,0,0.003197,0,0,0,0,0,0,0.007163,0,0.007202,0,0.00509,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.00617,0,0,0,0,0,0,0,0,0.052198,0.014981,0,0,0,0,0,0.004595,0,0,0.004212,0,0,0,0,0.009687,0,0.009382,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009425,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011469,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551,0,0,0,0,0,0,0,0,0,0,0.004387,0,0,0,0,0,0,0,no_hoax
0,0,0.01056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02967,0,0,0.006799,0,0,0,0,0,0.016031,0,no_hoax
0,0,0,0,0.004094,0,0,0.004968,0,0,0,0,0,0,0,0,0,0,0,0,0.021293,0,0.006274,0,0,0.008424,0,0.002117,0,0.005987,0,0,0,0,0.006884,0,0.006667,no_hoax
0,0,0,0,0,0,0,0,0,0,0.015156,0,0,0,0,0,0,0,0.006498,0,0.0092,0,0,0,0,0.007279,0,0.003659,0,0.005173,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002158,0,0,0,0,0,0,0,0.003749,0.004862,0,0.003437,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.007042,0,0,0,0,0,0,0,0,0,0.017099,0,0,0,0,0,0,0,0,0.004808,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027526,0,0,0,0,0.01089,0,0.005474,0,0.007739,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004039,0,0.011438,0,0,0,0,0.00905,0.007017,0.00455,0,0.006432,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004445,0,0.006293,0,0,0,0,0.004979,0,0.002503,0,0.003539,0,0,0,0,0.008138,0,0.007882,no_hoax
0,0,0,0,0,0.006159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00915,0,0,0,0,0.00724,0,0,0,0.005146,0,0,0,0,0.011834,0,0.011461,no_hoax
0,0,0,0,0,0.003748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005568,0,0,0,0,0,0.010248,0,0,0.003131,0,0,0,0,0.007202,0,0.006975,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07645,0.010714,0,0,0,0.008641,0,0,0,0.006141,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003359,0,0,0,0,0,0,0,0,0.015131,0,0.005348,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013168,0,0,0,0,0,0,0,0.018299,0.002966,0,0.004193,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.005156,0,0,0,0,0.006309,0,0,0,0,0,0,0,0.002705,0,0,0,0,0,0,0.006061,0,0,0,0.008615,0,0,0,0,0,0,0,no_hoax
0,0.005932,0,0,0,0.005997,0,0,0,0,0.007339,0,0,0,0,0,0,0,0.003147,0,0,0,0,0,0,0.014099,0,0,0,0.00501,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.004486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023564,0,0,0.005273,0.004088,0,0,0.003748,0,0,0,0,0,0,0.008347,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013105,0.003163,0,0,0,0,0,0,0,0,0.003563,0,0.005037,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003601,0,0,0,0,0,0,0,0.006256,0,0,0.005734,0,0,0,0,0.013188,0,0.012773,no_hoax
0,0,0,0.009183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005913,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002222,0,0.025172,0.006174,0,0,0,0,0.007721,0.007509,0,0.014155,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.003889,0,0,0,0,0,0,0,0,0,0,0,0,0.00204,0,0,0,0,0.012176,0,0.004571,0,0.002298,0,0.003249,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003959,0,0,0,0,0,0,0,0,0.004459,0,0.006304,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009288,0,0.006565,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.008137,0.007121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01058,0,0,0,0,0,0.00649,0.004208,0,0.005949,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.00824,0,0.009583,0,0,0,0,0,0,0,0,0,0,0,0.003784,0,0,0,0,0,0,0,0,0,0,0.006025,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.005891,0.005156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017793,0.00766,0,0,0,0,0,0,0.006094,0,0.004307,0,0,0,0,0.019812,0,0.019188,no_hoax
0,0,0,0.007991,0.007038,0,0.008184,0,0,0,0.007537,0,0,0,0,0,0,0,0.003232,0,0,0,0,0,0,0,0.011227,0.00364,0,0.005146,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.014515,0,0.010063,0,0,0,0,0,0,0,0,0,0,0.003808,0,0.010782,0,0,0,0,0,0,0.004289,0,0.006063,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003537,0,0,0.009827,0,0,0,0,0,0,0,0.005633,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.007569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006952,0,0,0,0,0,0,0,0.006038,0,0,0.005534,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.004522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010688,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.008698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012922,0,0,0,0,0,0,0.00514,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0.00669,0.005891,0,0,0,0,0,0.006309,0,0,0,0,0,0,0,0.00541,0.035586,0,0,0,0,0,0,0,0.003047,0,0,0,0,0,0,0.019812,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.006309,0,0,0,0,0,0,0,0.010821,0,0,0,0,0,0,0,0.004699,0.003047,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003174,0.041758,0.005992,0,0,0,0,0,0.012866,0.003575,0,0,0,0,0,0,0.003875,0,0.003753,no_hoax
0,0,0,0,0,0,0,0.003312,0,0,0,0,0,0,0,0,0,0,0.00376,0.016487,0.017744,0,0,0,0,0,0.008708,0.002823,0,0.001996,0,0,0,0,0.009179,0,0.00889,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018501,0,0,0,0,0,0,0.007359,0,0.005202,0,0,0.030389,0,0,0,0,no_hoax
0,0,0.009126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004156,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0.007927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005437,0,0,0,0,0,0,0,0,0.01175,0,no_hoax
0,0,0,0,0.007482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003436,0,0.019458,0,0,0,0,0,0,0.00774,0,0,0,0,0,0,0.012582,0,0.012185,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009026,0,0,0,0,0.005644,0.003659,0,0,0,0,0,0,0,0.012197,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003645,0,0,0,0,0,0,0,0,0.004106,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003645,0,0,0,0,0,0,0,0,0.004106,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003915,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.004238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004093,0,0.002893,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043129,0,0,0,0.01593,0,0,0.012866,0,0,0,0,0,0,0.013944,0,0.013505,no_hoax
0,0,0.008697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009958,0,0.011736,0,0,0,0,0.007922,0,0,0,0,0,0,0.012878,0,0.012472,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007392,0,0,0,0,0,0.00907,0.008821,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.008622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003959,0,0,0,0,0,0,0,0,0.008918,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003826,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0.023595,0,0,0,0,0,0,0.009274,0.007985,0,0,0,0,0,0,0.003176,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495,0,0,0,0,0,0,0.005907,0,0.002783,0,0,0,0,0.006401,0,0.0062,no_hoax
0,0,0,0,0.003408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007013,0,0.003525,0,0.002492,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009301,0,0.007014,0,0.006611,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004564,0,0,0,0,0,0,0,0,0.01028,0,0.007267,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009099,0,0.006432,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009194,0,0,0,0.004786,0.003103,0,0.004387,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.027456,0,0,0,0,0,0,0,0,0,0,0,0,0.007203,0,0,0,0,0,0,0,0.025023,0.008113,0,0.011469,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547,0.005542,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010877,0,0,0,0.02874,0,0.005804,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.020469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802,0,0,0,0.0057,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.012122,0,0,0,0,0,0,0,0,0,0,0,0,0.00636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009769,0,0.005532,0,0,0,0,0,0,0.004401,0,0,0.007097,0,0,0,0,0,0,no_hoax
0,0.010599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003748,0,0,0,0.006254,0,0,0.004199,0.003255,0.004222,0,0,0,0.006977,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005675,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.002759,0,0,0,0,0,0,0,0,0,0,0,0,0.007238,0,0,0,0,0,0,0.003243,0.002514,0.00163,0,0,0,0.005389,0,0,0,0,0.005134,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008923,0,0,0,0,0,0,0,0,0.0201,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0.007582,0,0.005843,0,0,0,0,0.00715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.004768,0,0,0,0,0.005834,0,0,0,0,0,0,0,0.005003,0,0,0,0,0,0,0.011208,0,0,0,0,0.009086,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002742,0,0,0,0,0,0,0.006144,0,0.003089,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
